0.0000, 0.00
0.1000, 0.00
0.1000, 0.00
0.1129, 0.00
0.1129, 0.00
0.1259, 0.00
0.1259, 0.00
0.1388, 0.00
0.1388, 0.00
0.1518, 0.00
0.1518, 0.00
0.1647, 0.00
0.1647, 0.00
0.1777, 0.00
0.1777, 0.00
0.1906, 0.00
0.1906, 0.00
0.2029, 39.81
0.2036, 39.81
0.2036, 39.81
0.2158, 70.71
0.2165, 70.71
0.2165, 70.71
0.2288, 95.41
0.2295, 95.41
0.2295, 95.41
0.2417, 115.59
0.2424, 115.59
0.2424, 115.59
0.2547, 132.40
0.2554, 132.40
0.2554, 132.40
0.2676, 146.61
0.2683, 146.61
0.2683, 146.61
0.2806, 158.78
0.2812, 158.78
0.2812, 158.78
0.2935, 169.32
0.2942, 169.32
0.2942, 169.32
0.3065, 178.54
0.3071, 178.54
0.3071, 178.54
0.3194, 186.68
0.3201, 186.68
0.3201, 186.68
0.3324, 193.90
0.3330, 193.90
0.3330, 193.90
0.3453, 200.37
0.3460, 200.37
0.3460, 200.37
0.3583, 206.18
0.3589, 206.18
0.3589, 206.18
0.3712, 211.44
0.3719, 211.44
0.3719, 211.44
0.3841, 216.22
0.3848, 216.22
0.3848, 216.22
0.3971, 220.59
0.3978, 220.59
0.3978, 220.59
0.4100, 224.59
0.4107, 224.59
0.4107, 224.59
0.4230, 228.27
0.4237, 228.27
0.4237, 228.27
0.4359, 231.66
0.4366, 231.66
0.4366, 231.66
0.4489, 234.81
0.4496, 234.81
0.4496, 234.81
0.4618, 237.73
0.4625, 237.73
0.4625, 237.73
0.4748, 240.44
0.4754, 240.44
0.4754, 240.44
0.4877, 242.98
0.4884, 242.98
0.4884, 242.98
0.5007, 245.35
0.5013, 245.35
0.5013, 245.35
0.5136, 247.57
0.5143, 247.57
0.5143, 247.57
0.5266, 249.66
0.5272, 249.66
0.5272, 249.66
0.5395, 251.63
0.5402, 251.63
0.5402, 251.63
0.5525, 253.48
0.5531, 253.48
0.5531, 253.48
0.5654, 255.23
0.5661, 255.23
0.5661, 255.23
0.5783, 256.89
0.5790, 256.89
0.5790, 256.89
0.5913, 258.45
0.5920, 258.45
0.5920, 258.45
0.6042, 259.94
0.6049, 259.94
0.6049, 259.94
0.6172, 261.35
0.6179, 261.35
0.6179, 261.35
0.6301, 262.70
0.6308, 262.70
0.6308, 262.70
0.6431, 263.98
0.6438, 263.98
0.6438, 263.98
0.6560, 265.20
0.6567, 265.20
0.6567, 265.20
0.6690, 266.36
0.6696, 266.36
0.6696, 266.36
0.6819, 267.47
0.6826, 267.47
0.6826, 267.47
0.6949, 268.54
0.6955, 268.54
0.6955, 268.54
0.7078, 269.56
0.7085, 269.56
0.7085, 269.56
0.7208, 270.53
0.7214, 270.53
0.7214, 270.53
0.7337, 271.47
0.7344, 271.47
0.7344, 271.47
0.7467, 272.37
0.7473, 272.37
0.7473, 272.37
0.7596, 273.23
0.7603, 273.23
0.7603, 273.23
0.7725, 274.06
0.7732, 274.06
0.7732, 274.06
0.7855, 274.86
0.7862, 274.86
0.7862, 274.86
0.7984, 275.63
0.7991, 275.63
0.7991, 275.63
0.8114, 276.37
0.8121, 276.37
0.8121, 276.37
0.8243, 277.09
0.8250, 277.09
0.8250, 277.09
0.8373, 277.78
0.8379, 277.78
0.8379, 277.78
0.8502, 278.45
0.8509, 278.45
0.8509, 278.45
0.8632, 279.09
0.8638, 279.09
0.8638, 279.09
0.8761, 279.71
0.8768, 279.71
0.8768, 279.71
0.8891, 280.31
0.8897, 280.31
0.8897, 280.31
0.9020, 280.90
0.9027, 280.90
0.9027, 280.90
0.9150, 281.46
0.9156, 281.46
0.9156, 281.46
0.9279, 282.01
0.9286, 282.01
0.9286, 282.01
0.9408, 282.53
0.9415, 282.53
0.9415, 282.53
0.9538, 283.05
0.9545, 283.05
0.9545, 283.05
0.9667, 283.55
0.9674, 283.55
0.9674, 283.55
0.9797, 284.03
0.9804, 284.03
0.9804, 284.03
0.9926, 284.50
0.9933, 284.50
0.9933, 284.50
1.0056, 284.95
1.0063, 284.95
1.0063, 284.95
1.0185, 285.40
1.0192, 285.40
1.0192, 285.40
1.0315, 285.83
1.0321, 285.83
1.0321, 285.83
1.0444, 286.25
1.0451, 286.25
1.0451, 286.25
1.0574, 286.65
1.0580, 286.65
1.0580, 286.65
1.0703, 287.05
1.0710, 287.05
1.0710, 287.05
1.0833, 287.44
1.0839, 287.44
1.0839, 287.44
1.0962, 287.81
1.0969, 287.81
1.0969, 287.81
1.1092, 288.18
1.1098, 288.18
1.1098, 288.18
1.1221, 288.54
1.1228, 288.54
1.1228, 288.54
1.1350, 288.88
1.1357, 288.88
1.1357, 288.88
1.1480, 289.22
1.1487, 289.22
1.1487, 289.22
1.1609, 289.56
1.1616, 289.56
1.1616, 289.56
1.1739, 289.88
1.1746, 289.88
1.1746, 289.88
1.1868, 290.19
1.1875, 290.19
1.1875, 290.19
1.1998, 290.50
1.2004, 290.50
1.2004, 290.50
1.2127, 290.80
1.2134, 290.80
1.2134, 290.80
1.2257, 291.10
1.2263, 291.10
1.2263, 291.10
1.2386, 291.39
1.2393, 291.39
1.2393, 291.39
1.2516, 291.67
1.2522, 291.67
1.2522, 291.67
1.2645, 291.94
1.2652, 291.94
1.2652, 291.94
1.2775, 292.21
1.2781, 292.21
1.2781, 292.21
1.2904, 292.47
1.2911, 292.47
1.2911, 292.47
1.3033, 292.73
1.3040, 292.73
1.3040, 292.73
1.3163, 292.98
1.3170, 292.98
1.3170, 292.98
1.3292, 293.23
1.3299, 293.23
1.3299, 293.23
1.3422, 293.47
1.3429, 293.47
1.3429, 293.47
1.3551, 293.71
1.3558, 293.71
1.3558, 293.71
