0.0000, 0.00
0.1000, 0.00
0.1000, 0.00
0.2002, 0.00
0.2002, 0.00
0.2002, 0.00
0.3003, 0.00
0.3003, 0.00
0.3003, 0.00
0.3003, 0.00
0.3210, 0.00
0.4210, 127.62
0.4210, 127.62
0.4210, 127.62
0.4416, 239.81
0.4416, 239.81
0.4416, 239.81
0.5211, 194.53
0.5211, 194.53
0.5211, 194.53
0.5211, 194.53
0.5418, 185.44
0.5418, 185.44
0.5418, 185.44
0.5418, 185.44
0.5624, 185.44
0.5830, 185.44
0.6418, 226.82
0.6418, 226.82
0.6418, 226.82
0.6624, 291.32
0.6624, 291.32
0.6624, 291.32
0.6830, 351.26
0.6830, 351.26
0.6830, 351.26
0.7037, 407.10
0.7037, 407.10
0.7037, 407.10
0.7419, 382.85
0.7419, 382.85
0.7419, 382.85
0.7419, 382.85
0.7626, 370.92
0.7626, 370.92
0.7626, 370.92
0.7626, 370.92
0.7832, 359.72
0.7832, 359.72
0.7832, 359.72
0.7832, 359.72
0.8038, 349.17
0.8038, 349.17
0.8038, 349.17
0.8038, 349.17
0.8245, 349.17
0.8451, 349.17
0.8626, 376.00
0.8626, 376.00
0.8626, 376.00
0.8658, 376.00
0.8832, 418.39
0.8832, 418.39
0.8832, 418.39
0.8864, 418.39
0.9038, 458.60
0.9038, 458.60
0.9038, 458.60
0.9245, 496.80
0.9245, 496.80
0.9245, 496.80
0.9451, 533.13
0.9451, 533.13
0.9451, 533.13
0.9627, 522.26
0.9627, 522.26
0.9627, 522.26
0.9627, 522.26
0.9658, 567.73
0.9658, 567.73
0.9658, 567.73
0.9834, 556.42
0.9834, 556.42
0.9834, 556.42
0.9834, 556.42
0.9864, 600.72
0.9864, 600.72
0.9864, 600.72
1.0040, 589.03
1.0040, 589.03
1.0040, 589.03
1.0040, 589.03
1.0070, 632.21
1.0070, 632.21
1.0070, 632.21
1.0246, 620.18
1.0246, 620.18
1.0246, 620.18
1.0246, 620.18
1.0453, 606.64
1.0453, 606.64
1.0453, 606.64
1.0453, 606.64
1.0659, 593.67
1.0659, 593.67
1.0659, 593.67
1.0659, 593.67
1.0834, 624.80
1.0834, 624.80
1.0834, 624.80
1.0866, 622.77
1.0866, 622.77
1.0866, 622.77
1.0866, 622.77
1.1040, 652.75
1.1040, 652.75
1.1040, 652.75
1.1072, 650.68
1.1072, 650.68
1.1072, 650.68
1.1072, 650.68
1.1246, 679.58
1.1246, 679.58
1.1246, 679.58
1.1278, 679.58
1.1453, 705.34
1.1453, 705.34
1.1453, 705.34
1.1485, 705.34
1.1659, 730.11
1.1659, 730.11
1.1659, 730.11
1.1691, 730.11
1.1835, 718.25
1.1835, 718.25
1.1835, 718.25
1.1866, 753.94
1.1866, 753.94
1.1866, 753.94
1.1898, 753.94
1.2042, 741.92
1.2042, 741.92
1.2042, 741.92
1.2072, 776.88
1.2072, 776.88
1.2072, 776.88
1.2104, 776.88
1.2248, 764.72
1.2248, 764.72
1.2248, 764.72
1.2278, 798.98
1.2278, 798.98
1.2278, 798.98
1.2310, 798.98
1.2454, 786.70
1.2454, 786.70
1.2454, 786.70
1.2485, 820.28
1.2485, 820.28
1.2485, 820.28
1.2517, 820.28
1.2661, 807.90
1.2661, 807.90
1.2691, 840.84
1.2691, 840.84
1.2691, 840.84
1.2723, 840.84
1.2867, 828.37
1.2867, 828.37
1.2898, 860.68
1.2898, 860.68
1.2898, 860.68
1.2930, 860.68
1.3074, 848.13
1.3074, 848.13
1.3104, 879.84
1.3104, 879.84
1.3104, 879.84
1.3136, 879.84
1.3280, 867.23
1.3280, 867.23
1.3310, 898.36
1.3310, 898.36
1.3310, 898.36
1.3342, 898.36
1.3486, 885.70
1.3486, 885.70
1.3517, 916.27
1.3517, 916.27
1.3517, 916.27
1.3549, 916.27
1.3693, 903.57
1.3693, 903.57
1.3723, 933.60
1.3723, 933.60
1.3723, 933.60
1.3755, 933.60
1.3899, 920.86
1.3899, 920.86
1.3930, 950.38
1.3930, 950.38
1.3930, 950.38
1.3962, 950.38
1.4106, 937.61
1.4106, 937.61
1.4136, 966.63
1.4136, 966.63
1.4136, 966.63
1.4168, 966.63
1.4312, 953.85
1.4312, 953.85
1.4342, 982.37
1.4342, 982.37
1.4342, 982.37
1.4374, 982.37
1.4518, 969.58
1.4518, 969.58
1.4549, 997.64
1.4549, 997.64
1.4549, 997.64
1.4581, 997.64
1.4725, 984.84
1.4725, 984.84
1.4755, 1012.45
1.4755, 1012.45
1.4755, 1012.45
1.4787, 1012.45
1.4931, 999.66
1.4931, 999.66
1.4962, 1026.82
1.4962, 1026.82
1.4962, 1026.82
1.4994, 1026.82
1.5138, 1014.03
1.5138, 1014.03
1.5168, 1040.77
1.5168, 1040.77
1.5168, 1040.77
1.5200, 1040.77
1.5344, 1028.00
1.5344, 1028.00
1.5374, 1054.32
1.5374, 1054.32
1.5374, 1054.32
1.5406, 1054.32
1.5550, 1041.57
1.5550, 1041.57
1.5581, 1067.49
1.5581, 1067.49
1.5581, 1067.49
1.5613, 1067.49
1.5757, 1054.75
1.5757, 1054.75
1.5787, 1080.29
1.5787, 1080.29
1.5787, 1080.29
1.5819, 1080.29
1.5963, 1067.58
1.5963, 1067.58
1.5994, 1092.73
1.5994, 1092.73
1.5994, 1092.73
1.6026, 1092.73
1.6170, 1080.05
1.6170, 1080.05
1.6200, 1104.84
1.6200, 1104.84
1.6200, 1104.84
1.6232, 1104.84
1.6376, 1092.20
1.6376, 1092.20
1.6406, 1116.63
1.6406, 1116.63
1.6406, 1116.63
1.6438, 1116.63
1.6582, 1104.01
1.6582, 1104.01
1.6613, 1128.10
1.6613, 1128.10
1.6613, 1128.10
1.6645, 1128.10
1.6789, 1115.52
